SUP M2;FECHA APERTURA;TIENDA;C. POSTAL;MUNICIPIO;PROVINCIA;COMUNIDAD;TARIFA;ROL;Nivel de surtido;CV 2022;CV 2021
157;05.12.18;PXB VILLAFRANCA - RAMBLA GIRADA, 84;8720;VILLAFRANCA DEL PENEDÉS;BARCELONA;CATALUÑA;PLUS;URB.RESIDENCIAL;NACIONAL5;555’407.60 €;536’552.62 €
82;23.11.16;PXM ANTONIO CUMELLA, 20;28030;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL7;554’904.23 €;522’677.12 €
279;15.10.21;PXC A POBRA DO CARAMIIÑAL - RUA PONTE;15940;A POBRA DO CARAMIÑAL;CORUÑA ;GALICIA ;ESTANDAR;RURAL;NACIONAL5;554’889.63 €;132’945.63 €
369;03.09.20;PXMU CEUTI - RAMON JARA, 31;30562;CEUTÍ;MURCIA;REGIÓN DE MURCIA;AGRESIVA;RURAL;NACIONAL4;544’368.63 €;506’178.54 €
269;27.02.15;PXBI CALLE RAMÓN Y KAREAGA;48970;SAN MIGUEL DE BASAURI;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL5;543’791.23 €;567’785.08 €
217;10.07.20;PXM PASEO DE LA HABANA V;28036;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL5;541’875.57 €;735’633.32 €
131;22.11.19;PXVA RAMÓN Y CAJAL, 12;47003;VALLADOLID;VALLADOLID;CASTILLA Y LEÓN;PLUS;URB.RESIDENCIAL;NACIONAL6;534’042.55 €;488’980.72 €
108;09.07.13;PXBI MAURICE RAVEL;48007;BILBAO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL7;533’860.06 €;564’937.04 €
268;07.05.21;PXM FUENLABRADA - ARGENTINA, 13;28944;FUENLABRADA;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;531’488.56 €;248’356.58 €
137;22.04.21;PXM VILLAJOYOSA, 87;28041;MADRID;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;526’204.85 €;311’938.56 €
125;25.11.20;PXMU DOCTOR JOSE TAPIA SANZ;30001;MURCIA;MURCIA;REGIÓN DE MURCIA;AGRESIVA;URB.RESIDENCIAL;NACIONAL7;523’183.15 €;485’284.93 €
118;12.08.21;PXO MARQUES DE SAN ESTEBAN;33206;GIJON;ASTURIAS ;PRINCIPADO DE ASTURIAS;PLUS;URB.RESIDENCIAL;NACIONAL7;519’663.58 €;163’160.15 €
170;17.12.21;PXPO NIGRAN ESTRADA POLA VIA 76;36350;NIGRAN;PONTEVEDRA;GALICIA ;PLUS;RURAL;NACIONAL6;516’142.93 €;8’309.89 €
128;19.11.21;PXJ AVDA. ANDALUCÍA II;23006;JAEN;JAEN;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL6;511’949.15 €;47’715.70 €
80;22.02.17;PXM CALLE DULZAINA;28033;MADRID;MADRID;COMUNIDAD DE MADRID;PLUS;URB.RESIDENCIAL;NACIONAL7;508’780.90 €;613’970.10 €
351;23.11.18;PXCC ARROYO DE LA LUZ2;10900;ARROYO DE LA LUZ;CÁCERES;EXTREMADURA;ESTANDAR;RURAL;NACIONAL5;505’870.21 €;517’464.49 €
309;11.12.15;PXBI BERRIZ;48240;BERRIZ;VIZCAYA;PAÍS VASCO;ESTANDAR;RURAL;NACIONAL5;499’500.05 €;488’746.12 €
93;28.05.20;PXSE SAN VICENTE2, 90;41002;SEVILLA;SEVILLA;ANDALUCÍA;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;497’927.11 €;461’100.65 €
228;30.06.21;PXNA DONANTES DE SANGRE, 21;31015;PAMPLONA;NAVARRA;COMUNIDAD FORAL DE NAVARRA;PLUS;URB.RESIDENCIAL;NACIONAL5;496’347.08 €;190’201.76 €
140;29.06.18;PXB L OR, 48;8012;BARCELONA;BARCELONA;CATALUÑA;PLUS;URB.COMERCIAL;NACIONAL6;465’414.07 €;394’197.36 €
210;16.04.13;PXVA OLMEDO;47410;OLMEDO;VALLADOLID;CASTILLA Y LEÓN;ESTANDAR;URB.RESIDENCIAL;NACIONAL4;452’780.24 €;409’565.75 €
264;29.06.21;PXCR DR BONARDEL 2;13600;ALCÁZAR DE SAN JUAN;CIUDAD REAL;CASTILLA LA MANCHA;ESTANDAR;URB.RESIDENCIAL;NACIONAL5;435’820.09 €;225’675.88 €
272;04.09.20;PXBI ZURBARANBARRI;48007;BILBAO;VIZCAYA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL5;422’466.09 €;407’851.65 €
214;26.11.20;PXM ALCORCÓN - SAN LUIS, 46;28921;ALCORCÓN;MADRID;COMUNIDAD DE MADRID;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;419’358.83 €;417’745.95 €
104;24.01.16;PXS PUENTE ARCE 2;39478;PUENTE ARCE;CANTABRIA;CANTABRIA;PLUS;URB.RESIDENCIAL;NACIONAL7;411’918.84 €;426’477.56 €
113;23.04.15;PXSS IRÚN - PLAZA EIHERA, 12-13;20305;IRÚN;GUIPÚZCOA;PAÍS VASCO;PLUS;URB.RESIDENCIAL;NACIONAL6;371’017.93 €;332’497.09 €
77;17.12.14;PXLO CENICERO;26350;CENICERO;LA RIOJA;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL6;334’848.88 €;334’106.41 €
141;14.11.14;PXLO CALLE PINTOR ROSALES 7;26006;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL6;334’632.47 €;310’415.94 €
241;;PXCA CHICLANA CTRA. LA BARROSA;11130;CHICLANA ;CÁDIZ;ANDALUCÍA;XPLUS;URB.RESIDENCIAL;NACIONAL6;330’987.68 €;364’787.89 €
113;10.12.14;PXLO CALLE JUAN BOSCÁN, 10;26006;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL6;323’497.19 €;296’780.08 €
190;06.09.19;PXLO CARIDAD, 5;26005;LOGROÑO;LOGROÑO;LA RIOJA;PLUS;URB.RESIDENCIAL;NACIONAL5;306’407.70 €;309’813.08 €
303;26.11.21;PXGI SANT JOAN DE LES ABADESSES;17860;SANT JOAN DE LES ABADESSES;GIRONA;CATALUÑA ;ESTANDAR;URB.RESIDENCIAL;NACIONAL7;212’972.81 €;36’413.62 €
